entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,CostOfSales,CurrentTaxExpense,GainsLossesFromCurrentValueAdjustmentsOfFinancialInstrumentsFinanceExpenses,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,TaxExpenseOnOrdinaryActivities,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgress,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfAccountingPoliciesRelatedToDerivativeFinancialInstruments,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfPropertyCosts,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnAverageNumberOfEmployees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
35866485,2018-01-01,2018-01-01,c357,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-01-01,c393,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-01-01,c396,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-01-01,c399,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-01-01,c402,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,4253694.0,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,1114377.0,584179.0,85383.0,628323.0,1783378.0,6322005.0,864939.0,466060.0,1624727.0,627910.0,3117989.0,466060.0,5453454.0,8105383.0,7534094.0,1199760.0,1199760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KÃ¸benhavn V,Vesterbrogade,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i DSPA4 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Afledte finansielle instrumenter indregnes fÃ¸rste gang i balancen til kostpris og mÃ¥les efterfÃ¸lgende til dagsvÃ¦rdi. Positive og negative dagsvÃ¦rdier af afledte finansielle instrumenter indgÃ¥r i andre tilgodehavender henholdsvis anden gÃ¦ld.,"Virksomhedens omsÃ¦tning i 2018 udgÃ¸r 7.534.094 kr. mod 7.390.559 kr. sidste Ã¥r. ResultatopgÃ¸relsen for 2018 udviser et overskud pÃ¥ 4.253.694 kr. mod et overskud pÃ¥ 6.351.426 kr. sidste Ã¥r, og virksomhedens balance pr. 31. december 2018 udviser en egenkapital pÃ¥ 41.677.953 kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Likvide beholdninger omfatter bankindestÃ¥ender.,Andre eksterne omkostninger omfatter omkostninger til administration.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Posterne omfatter renteindtÃ¦gter og -omkostninger, herunder fra tilknyttede og associerede virksomheder, finansielle omkostninger ved finansiel leasing og transaktioner i fremmed valuta, samt amortisering af finansielle aktiver og forpligtelser.","Driftsomkostninger omfatter alle omkostninger vedrÃ¸rende drift af ejendommen, herunder skatter og afgifter, forsikringer og vedligeholdelse, i det omfang disse omkostninger ikke dÃ¦kkes af lejer.","Selskabets formÃ¥l er at drive virksomhed gennem handel, industri og andre hermed forbundne former for virksomheder, herunder at investere i fast ejendom.",Der er efter regnskabsÃ¥rets afslutning ikke indtruffet betydningsfulde hÃ¦ndelser.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for DSPA4 ApS for regnskabsÃ¥ret 1. januar - 31. december 2018.,Amortiserede lÃ¥neomkostninger indregnet i gÃ¦ld til realkreditinstitutter udgÃ¸r 69.771 kr.,Virksomheden har ingen ansatte.,Ãrsrapporten for DSPA4 ApS for 2018 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chen Buber,DSPA4 ApS,Ernst & Young Godkendt Revisionspartnerselskab,KÃ¸benhavn,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,KÃ¸benhavn,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,mne33819,Kaare Kristensen Lendorf,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c106,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,mne24830,Henrik Reedtz,Frederiksberg,Osvald Helmuths Vej,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,,
35866485,2018-01-01,2018-12-31,c182,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,9633209.0,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,-5379515.0,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c226,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100000.0,,,,,
35866485,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109938.0,0.0,,,,,
35866485,2018-01-01,2018-12-31,c352,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,-5379515.0,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c358,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,9633209.0,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2018-01-01,2018-12-31,c394,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
35866485,2018-01-01,2018-12-31,c397,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzJjLzU2L2YzL2NmY2QtNDdhZC05YWNjLTNhMDJlZGZjOGY4ZQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzg0L2YyL2U3L2Q2LzQ1MWMtNDEwNi1iYWZiLTVkNjhkZDY5NDg5Ng.xml,true,2000.0,4.0,1620.0,149.0,2019-03-23,2019-03-23,2014-06-02,2019-03-23,30700228.0,35866485.0,30700228.0,2000000.0,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,1783378.0,true,2019-03-23,RevisionspÃ¥tegning,urn:ofk:oid:26907687,indberetninger-20180424,2.5097403999999996,35866485.0,AWnS_uQcRYGX6_YTGZHD,2019-03-31T09:05:46.038Z,2019-03-31T09:05:13.011Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-27-EX,2019-03-31T09:05:13.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
