entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DisposalsOfInvestments,Dividend,EmployeeBenefitsExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceExpenses,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,IntangibleAssetsGross,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PrepaymentsForIntangibleAssets,PrepaymentsForPropertyPlantAndEquipment,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfEmployeeBenefitsExpense,DisclosureOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,ExplanationOfPrepayments,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnSpecificPrerequisitesRegardingTaxAssets,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,DividendPaid,GrossResult,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
10820871,2018-07-01,2019-06-30,c1,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,67.0,60.0,"Regnskabsklasse C, mellemstor virksomhed",5952628.0,2019-10-22,2019-10-22,2736282.0,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,31287929.0,41.4,122216.0,58504502.0,61357929.0,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,23731.0,-2178000.0,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,428035.0,40991.0,305819.0,17260.0,Slagelse,1453319.0,2017-07-01,2018-06-30,20993979.0,26946674.0,27333718.0,Slagelse,2019-06-30,2018-07-01,-387000.0,36.5,72.2,Ringsted,417641.0,5952695.0,5952695.0,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,29416969.0,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejerne i J. N. Meat ApS,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",Aktuelle skatteforpligtelser og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af Ã¥rets skattepligtige indkomst reguleret for skat af tidligere Ã¥rs skattepligtige indkomster samt for betalte acontoskatter. TillÃ¦g og godtgÃ¸relse under acontoskatteordningen indregnes i resultatopgÃ¸relsen under finansielle poster.,"Udbytte, som ledelsen foreslÃ¥r uddelt for regnskabsÃ¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Kapitalandele, som ikke handles pÃ¥ et aktivt marked, mÃ¥les til kostpris eller en lavere genindvindingsvÃ¦rdi.","Omkostninger til rÃ¥varer og hjÃ¦lpematerialer indeholder det forbrug af rÃ¥varer og hjÃ¦lpematerialer, der er anvendt for at opnÃ¥ virksomhedens nettoomsÃ¦tning.","PeriodeafgrÃ¦nsningsposter indregnet som aktiver omfatter afholdte forudbetalte omkostninger vedrÃ¸rende husleje, forsikringsprÃ¦mier, abonnementer og renter.",Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,"Andre eksterne omkostninger indeholder omkostninger til lokaler, salg og distribution samt kontorhold mv.","Finansielle indtÃ¦gter og omkostninger omfatter renter, realiserede og urealiserede valutakursreguleringer samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen.","Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning, andre driftsindtÃ¦gter, omkostninger til rÃ¥varer og hjÃ¦lpematerialer og andre eksterne omkostninger.","GÃ¦ldsforpligtelser mÃ¥les til amortiseret kostpris, der i al vÃ¦sentlighed svarer til nominel vÃ¦rdi.","Andre driftsindtÃ¦gter og andre driftsomkostninger omfatter regnskabsposter af sekundÃ¦r karakter i forhold til selskabets hovedaktivitet, herunder avance og tab ved salg af immaterielle og materielle anlÃ¦gsaktiver.","Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af regnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Med henvisning til Ã¥rsregnskabslovens Â§ 98 B stk. 3 er vederlaget til direktionen ikke oplyst.,Afskrives over 3 - 5 Ã¥r,"Med henvisning til Ã¥rsregnskabslovens Â§ 86, stk. 4 og til pengestrÃ¸msopgÃ¸relsen i koncernregnskabet for John Nielsen Finans ApS, CVR-nr. 67 50 75 17 har selskabet undladt at udarbejde pengestrÃ¸msopgÃ¸relse.","PeriodeafgrÃ¦nsningsposter udgÃ¸res af forudbetalte omkostninger herunder husleje, forsikringsprÃ¦mier samt abonnementer.",Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for J. N. Meat ApS.,"Vi har revideret Ã¥rsregnskabet for J. N. Meat ApS for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019, der omfatter resultatopgÃ¸relse, balance, egenkapitalopgÃ¸relse og noter, herunder anvendt regnskabspraksis (âregnskabetâ).",Skatteaktivet forventes udnyttet inden for de kommende Ã¥r ved fradrag af skattemÃ¦ssige afskrivninger efter gÃ¦ldende regler.,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 i overensstemmelse med Ã¥rsregnskabsloven.",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-10-22,,,,,,,,,,
10820871,2018-07-01,2019-06-30,c144,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2018-07-01,2019-06-30,c176,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628544.0,2736283.0,-559527.0,-330295.0,,,,,,
10820871,2018-07-01,2019-06-30,c188,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178950.0,0.0,0.0,0.0,,,,,,
10820871,2018-07-01,2019-06-30,c197,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2018-07-01,2019-06-30,c23,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,0.0,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
10820871,2018-07-01,2019-06-30,c26,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17199972.0,,,,,
10820871,2018-07-01,2019-06-30,c378,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,55.0,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,45.6,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,-2814000.0,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,15554000.0,,19946000.0,Slagelse,2019-06-30,2018-07-01,-168000.0,35.9,61.8,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48211000.0,,,,
10820871,2018-07-01,2019-06-30,c381,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,55.0,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,45.7,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,-1602000.0,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,14786000.0,,19203000.0,Slagelse,2019-06-30,2018-07-01,-296000.0,35.5,60.3,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46007000.0,,,,
10820871,2018-07-01,2019-06-30,c384,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,52.0,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,44.6,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,-2179000.0,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,14293000.0,,18688000.0,Slagelse,2019-06-30,2018-07-01,-156000.0,34.5,60.9,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45107000.0,,,,
