entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DisposalsOfInvestments,Dividend,EmployeeBenefitsExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceExpenses,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,IntangibleAssetsGross,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PrepaymentsForIntangibleAssets,PrepaymentsForPropertyPlantAndEquipment,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfEmployeeBenefitsExpense,DisclosureOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,ExplanationOfPrepayments,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnSpecificPrerequisitesRegardingTaxAssets,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,DividendPaid,GrossResult,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
10820871,2018-07-01,2019-06-30,c66,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,mne35414,Jesper Ehlers,
10820871,2018-07-01,2019-06-30,c67,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,mne28701,Brian Petersen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab
10820871,2018-07-01,2019-06-30,c83,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2018-07-01,2019-06-30,c95,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,20993979.0,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c112,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,74942511.0,3061889.0,222222.0,64820867.0,22610.0,9124.0,30993978.0,9822694.0,120000.0,20063423.0,74942511.0,43948533.0,0.0,3624604.0,9577232.0,5952628.0,20063423.0,10121644.0,0.0,5046516.0,373686.0,222222.0,120000.0,178950.0,10001644.0,20993979.0,9777777.0,4472561.0,1092472.0,34371301.0,663726.0,41695555.0,4760028.0,4919288.0,18176738.0,36530107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c145,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c177,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,9822694.0,,,,,,,,,,,,,,17323415.0,27146109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c189,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,178950.0,,,,,,,,,,,,,,0.0,178950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c1944,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c1946,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,,,,,,,,,,,,,,,,,,,4699113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c24,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,9777777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820871,2019-06-30,2019-06-30,c27,,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzRhLzZiLzVkLzc3YjItNDI3OS1iNTg5LTJiZDE5NmJhNzEyZA.pdf,http://regnskaber.virk.dk/17802801/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzc2LzFjL2JlLzk5OGQtNDBlYy04NTc0LTZiODk5MWM2NWMyNQ.xml,120000.0,Danmark,Ringsted,4100.0,16.0,Eventyrvej,Slagelse,4200.0,8.0,Elmedalsvej,2900 Hellerup,Strandvejen 44,,,"Regnskabsklasse C, mellemstor virksomhed",,2019-10-22,2019-10-22,,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",-1050.0,20993979.0,,,,58504502.0,,www.jnmeat.dk,33771231.0,10820871.0,33771231.0,Ãrsrapport,120000.0,,,1050.0,Ulrik MÃ¸llergaard,John Sashi Nielsen,J. N. Meat ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,,,,,Slagelse,,2017-07-01,2018-06-30,,,,Slagelse,2019-06-30,2018-07-01,,,,Ringsted,,,,58580200.0,direktÃ¸r,RevisionspÃ¥tegning,,urn:ofk:oid:27947760,indberetninger-20180424,2.5122635,10820871.0,AW35GK8MIXJRhhXBO1p3,2019-10-23T14:50:16.953Z,2019-10-23T14:50:06.835Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DD-53-YJ,2019-10-23T14:50:07.065Z,,,,,,,20993979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
