entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AmortisationOfIntangibleAssets,CollateralsForManagementCategory,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,DisposalsOfIntangibleAssets,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndAmortisationOfDisposedIntangibleAssets,InterestRateRelatedToOutstandingDebtFromManagementCategory,OutstandingDebtFromManagementCategory,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DividendPaid,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,DescriptionOfAnyUnusualMattersAffectingRecognitionOrMeasurement,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfExpectedDevelopment,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfStatingKeyFiguresAndFinancialRatiosIncludedInManagementReview,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfLiabilitiesUnderLeases,DisclosureOfOtherOperatingExpenses,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnOutstandingDebtFromManagementCategory,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesOfPropertyPlantAndEquipmentFromPreviousPeriods,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
42888214,2017-01-01,2017-12-31,c433,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,2389379.0,,-85022.0,13.0,748149.0,1754873.0,10358844.0,37.2,78401.0,15385833.0,95279.0,67081.0,203850.0,32681.0,377530.0,99762.0,41254.0,3052506.0,3330274.0,-278000.0,17.6,32.7,87377.0,663127.0,663127.0,10271467.0,-99412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-12-31,2017-12-31,c5,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,7241935.0,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,19490513.0,1119485.0,4395478.0,500000.0,13431034.0,324417.0,1069531.0,4395478.0,5027079.0,594470.0,19490513.0,11281866.0,5027079.0,6059479.0,1071622.0,245731.0,1664001.0,2100000.0,966712.0,966712.0,1651525.0,2990410.0,4655665.0,11281866.0,2988053.0,7284470.0,1233383.0,65269.0,748149.0,1818377.0,5415670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c112,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479353.0,6874831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321249.0,3390780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c2350,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,1651525.0,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c242,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329762.0,924232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c312,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,500000.0,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c351,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,2990410.0,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-01-01,c357,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,5247602.0,,-103417.0,14.0,1499992.0,1853654.0,11105570.0,52.4,70806.0,19496138.0,69318.0,63622.0,172987.0,0.0,313111.0,63622.0,37691.0,6644177.0,6893666.0,-249000.0,35.3,59.5,100111.0,1396575.0,1396575.0,11005459.0,-394443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svendborg,Klosterplads,Svendborg,31E,Kullinggade,5700 Svendborg,FÃ¥borgvej 44,Til kapitalejerne i Keofitt A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Der har ikke vÃ¦ret usikkerhed ved indregning og mÃ¥ling af de vÃ¦sentligste poster i regnskabsÃ¥ret.,"Der er ikke forekommet usÃ¦dvanlige forhold, der kan pÃ¥virke indregning eller mÃ¥ling.",Selskabet har i 2018 realiseret et resultat pÃ¥ 5.248 t.kr. og egenkapitalen udgÃ¸r 10.390 t.kr.,Selskabet forventer en stigende aktivitet og et forbedret resultat i 2019.,"ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","Posterne nettoomsÃ¦tning, vareforbrug, andre eksterne omkostninger og andre driftsind-tÃ¦gter er med henvisning til Ã¥rsregnskabs-lovens Â§ 32 sammendraget til en regnskabspost benÃ¦vnt bruttofortjeneste.",Andre gÃ¦ldsforpligtelser mÃ¥les til nettorealisationsvÃ¦rdien.,"Andre driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste eller tab ved salg af anlÃ¦gsaktiver.",NÃ¸gletal er beregnet i overensstemmelse med Finansforeningens anbefalinger.,Selskabet fremstiller patenterede ventiler for steril prÃ¸vetagning for let fordÃ¦rvelige vÃ¦sker samt komplementÃ¦re produkter.,Der er efter regnskabsÃ¥rets slutning ikke indtruffet betydningsfulde hÃ¦ndelser.,Leje- og leasingforpligtelser omfatter huslejeforpligtelse med i alt tkr. 204 i uopsigelig huslejekontrakt med en resterende kontraktsperiode pÃ¥ 6 mÃ¥neder. Endvidere omfattes forpligtelser af operationelle leasingkontrakter pÃ¥ biler pÃ¥ i alt tkr. 73 med en resterende kontraktsperiode pÃ¥ 14 mÃ¥neder.,Andre driftsomkostninger omfatter tab ved salg af materielle anlÃ¦gsaktiver.,www.keofitt.dk,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Keofitt A/S for regnskabsÃ¥ret 1. januar - 31. december 2018.,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",Ãrsrapporten for Keofitt A/S for 2018 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Vermeij,Sydbank,Keofitt A/S,Ernst & Young Godkendt Revisionspartnerselskab,Svendborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,Svendborg,,,,,,,,,,,,,
42888214,2018-01-01,2018-12-31,c106,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svendborg,FÃ¥borgvej,statsaut. revisor,mne10789,Carsten MÃ¸ller,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,,
42888214,2018-01-01,2018-12-31,c1290,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYyLzZhLzVmLzU4ODQtNGViOS04ZTU5LThhNzE4ZWRjNzYxOQ.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2YyLzFmLzI3LzMzM2UtNGViMy1iMjRiLTY2NmZkZmI2MTcwOA.xml,610353.0,5700.0,44.0,5700.0,2.0,5700.0,1330438.0,0.0,2019-05-10,2019-05-10,1975-11-21,2019-05-10,65269.0,456595.0,,63167081.0,30700228.0,42888214.0,30700228.0,-456595.0,0.0,0.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,true,2019-05-10,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:27131681,indberetninger-20180424,2.5124211,42888214.0,AWqyKarKRYGX6_YTHpRF,2019-05-13T17:08:16.813Z,2019-05-13T17:07:15.553Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-24-UN,2019-05-13T17:07:15.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
