entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorStreetBuildingIdentifier,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AmortisationOfIntangibleAssets,CollateralsForManagementCategory,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,Dividend,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnOutstandingDebtFromManagementCategory,InterestRateRelatedToOutstandingDebtFromManagementCategory,OutstandingDebtFromManagementCategory,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,DescriptionOfAnyUnusualMattersAffectingRecognitionOrMeasurement,DescriptionOfExpectedDevelopment,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfLiabilitiesUnderLeases,DisclosureOfOtherOperatingExpenses,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
42888214,2016-01-01,2016-12-31,c173,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,2500000.0,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2016-01-01,2016-12-31,c189,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,1318615.0,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,-1867661.0,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2016-01-01,2016-12-31,c433,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,1950954.0,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,341267.0,12.0,296977.0,1102450.0,9490724.0,39.2,13673810.0,68191.0,103808.0,334047.0,3955.0,402238.0,107763.0,51425.0,2589198.0,2883673.0,-294000.0,15.6,24.0,84024.0,638244.0,638244.0,9406700.0,145538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2016-12-31,2016-12-31,c5,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,18779018.0,786932.0,4658862.0,500000.0,11748345.0,688878.0,7352556.0,1604060.0,4658862.0,5364104.0,767751.0,18779018.0,10374728.0,5364104.0,7030673.0,797009.0,164495.0,2371811.0,2500000.0,1051734.0,1051734.0,1318615.0,3033941.0,4503497.0,10374728.0,2665051.0,916.0,5597309.0,926193.0,39784.0,0.0,385023.0,2408255.0,3392936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-01-01,2017-01-01,c112,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311397.0,5970259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971360.0,3575420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-01-01,2017-01-01,c2350,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-01-01,2017-01-01,c242,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156481.0,924232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42888214,2017-01-01,2017-01-01,c312,,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2JlLzAyLzFmL2UyZTktNDUxYi1hY2JiLWIxYjQxMTFmOWE1Mw.pdf,http://regnskaber.virk.dk/41288824/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzVlLzIzLzZiL2Q5N2EtNDQyNi1hZWI5LTVhOGM0MzIzMjg5Yg.xml,904572.0,44.0,5700.0,2.0,5700.0,31.0,1167956.0,0.0,2018-04-24,2018-04-24,1975-11-21,2018-04-24,0.0,2100000.0,63167081.0,30700228.0,42888214.0,30700228.0,"DirektÃ¸rens bonus for 2017 er afregnet 29. december 2017, men er fejlagtigt fÃ¸rst lÃ¸n-indberettet i forbindelse med lÃ¸nudbetalingen for februar 2018. Rest pÃ¥ 5 t.kr. er udlignet i april 2018.",0.0,65269.0,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,true,2018-04-24,63167080.0,RevisionspÃ¥tegning,urn:ofk:oid:25363716,indberetninger-20180424,2.5118417999999996,42888214.0,AWMAsfENx8uVRSOdgA39,2018-04-26T06:44:37.505Z,2018-04-26T06:44:08.702Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-92-AE,2018-04-26T06:44:09.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
