entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress
28492626,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,-49134.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",909767.0,86645598.0,875191.0,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,9823.0,0.0,-15713.0,Stoholm,2016-07-01,2017-06-30,4735.0,4735.0,14558.0,2018-06-30,2017-07-01,false,false,0.0,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28492626,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,86645598.0,,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,,,-15713.0,Stoholm,2016-07-01,2017-06-30,4735.0,,,2018-06-30,2017-07-01,false,false,,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28492626,2017-06-30,2017-06-30,c6,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,86645598.0,,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,,,-15713.0,Stoholm,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,1303969.0,0.0,250000.0,239196.0,31122.0,260570.0,60376.0,115235.0,1004397.0,1303969.0,1043399.0,1064773.0,121357.0,1064773.0,90235.0,5570.0,5000.0,148766.0,1043399.0,577446.0,123961.0,0.0,38989.0,156841.0,92839.0,25000.0
28492626,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,47952.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",471392.0,86645598.0,729152.0,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,12357.0,100.0,-15713.0,Stoholm,2016-07-01,2017-06-30,195438.0,197551.0,209808.0,2018-06-30,2017-07-01,false,false,17826.0,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28492626,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,86645598.0,,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,,,-15713.0,Stoholm,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28492626,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,86645598.0,,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,,,-15713.0,Stoholm,2016-07-01,2017-06-30,195438.0,,,2018-06-30,2017-07-01,false,false,,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28492626,2018-06-30,2018-06-30,c5,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2I4L2NkLzM5L2UwNGYtNDI2NS1iZGYxLWQ5MzhmZTdkZTE4NA.xhtml,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2FjLzBmLzU3LzhiOWUtNDMxYy05Njg2LTYyYjAxNTA4OTdkOQ.pdf,http://regnskaber.virk.dk/62629482/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzZiLzE0LzllLzc5NTMtNGEyNS05NGNiLTAxYTYwMWYxMzAyMA.xml,true,Stoholm Jyll,7850.0,65.0,Ãgade,9230 Svenstrup,FlÃ¸dalvej 28,Regnskabsklasse B,2018-10-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Almindelige garantier for udfÃ¸rt arbejde. Ellers er der ingen eventualposter og Ã¸vrige Ã¸konomiske forpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,86645598.0,,28492626.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Petersen,Jan Petersen,Salling Bank,STOHOLM AU2SERVICE ApS,Preben Busk-Matthiasen,,,-15713.0,Stoholm,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,86645599.0,false,false,Ingen bistand,urn:ofk:oid:26270683,indberetninger-20180424,2.5954017999999994,28492626.0,AWbn4IeU5OzuYdPkF_tx,2018-11-06T07:16:44.089Z,2018-11-06T07:15:42.823Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DH-24-TV,2018-11-06T07:15:43.012Z,1367520.0,47531.0,250000.0,350699.0,0.0,456008.0,35107.0,115560.0,981714.0,1367520.0,911512.0,1016821.0,123630.0,1016821.0,90560.0,201008.0,5000.0,0.0,911512.0,580620.0,187608.0,25005.0,17826.0,189436.0,162603.0,25000.0
