entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,ShorttermTradeReceivables
32087744,2013-01-01,2013-12-31,c2,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,114014.0,-106126.0,27980.0,32087744.0,24970.0,28321.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,48614.0,25171.0,Aabenraa,2013-01-01,2013-12-31,-80580.0,-106126.0,-86034.0,2014-12-31,2014-01-01,-25546.0,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087744,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,,,,32087744.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,,,Aabenraa,2013-01-01,2013-12-31,-80580.0,,,2014-12-31,2014-01-01,,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087744,2013-12-31,2013-12-31,c6,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,,,,32087744.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,,,Aabenraa,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,750905.0,46481.0,125000.0,655729.0,44392.0,9669.0,8683.0,18740.0,4100.0,750905.0,742171.0,357907.0,76436.0,69546.0,6890.0,628895.0,4100.0,95176.0,270988.0,43650.0,18740.0,51.0,51.0,-116317.0,0.0,113276.0,605148.0,523321.0,69626.0,27766.0
32087744,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,11644.0,19243.0,104952.0,32087744.0,15567.0,-34658.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,53777.0,29937.0,Aabenraa,2013-01-01,2013-12-31,13965.0,19243.0,93308.0,2014-12-31,2014-01-01,5278.0,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087744,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,,,,32087744.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,,,Aabenraa,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087744,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,,,,32087744.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,,,Aabenraa,2013-01-01,2013-12-31,13965.0,,,2014-12-31,2014-01-01,,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32087744,2014-12-31,2014-12-31,c5,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzg0LzBlLzg1MGQtNDFiZC1iYWEyLTA1OGUyMjgwMWZiYw.xhtml,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzk3L2RiLzFjL2U2LzRkMDItNDQ3Yi04YTI1LWQ2MGE0YmMyNDg0Zg.pdf,http://regnskaber.virk.dk/44778023/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzZlLzNkLzMyLzk5MWItNGQ1ZS04MWU0LTM5MmFiMTEwMTIwNA.xml,Aabenraa,6200.0,45.0,Madevej,Aabenraa,6200.0,"13, 2 tv",MÃ¸llegade,6200 Aabenraa,"MÃ¸llegade 13, 2. tv.",Regnskabsklasse B,2015-04-10,2015-04-10,,,,32087744.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸rlÃ¸ck,Jens Gerluf Leick HÃ¸rlÃ¸ck,Jyske Bank,COBOTAL ApS,Cobotal ApS,,,Aabenraa,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,74620541.0,Ingen bistand,urn:ofk:oid:5416084,indberetninger-20180424,2.5949432999999997,32087744,,2018-03-30T10:16:25.006Z,2015-06-02T10:14:35.832Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-94-HU,2015-06-02T10:14:35.939Z,646384.0,16.0,125000.0,597336.0,39126.0,10191.0,31326.0,14160.0,0.0,646384.0,614995.0,284247.0,34888.0,34888.0,0.0,450145.0,0.0,49048.0,165898.0,56099.0,14160.0,63.0,63.0,-93674.0,62150.0,164850.0,597320.0,536119.0,46601.0,11884.0
