entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxReceivables,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,DisposalsOfInvestments,OtherAdjustmentsRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
26257700,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,25311.0,Ãrsrapport,6617.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,8278.0,6617.0,Ãrhus,2016-01-01,2016-12-31,16984.0,16984.0,-6666.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,0.0,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,25311.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,-111727.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,1928851.0,448532.0,125000.0,40140.0,1912751.0,18000.0,1928851.0,16100.0,1400666.0,4321.0,860095.0,536250.0,1418666.0,7750.0,1603.0,18000.0,103400.0,589416.0,1094935.0,16100.0,8350.0,61653.0,19910.0,,,,,,,,,
26257700,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,589416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,1094935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQ4LzRhL2U2L2E4MmUtNGQ0OC05NTdkLTI4MTAzNGFlMjBhMA.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U4LzcwLzE3L2FhL2IyMDAtNDMxZC05ODQzLTEwODgzODRjZTJkNA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8000 Ãrhus C,"Vestervang 37, st. 3701",DK-7400 Herning,Birk Centerpark 30,Til kapitalejerne i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-27,2001-10-02,2018-03-27,Statsautoriseret revisor,-103400.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2017-12-31,2017-01-01,true,2018-03-27,Herning,,urn:ofk:oid:25288597,indberetninger-20180424,2.5118406,26257700.0,AWKzUEk1x8uVRSOdfmR1,2018-04-11T06:07:30.543Z,2018-04-11T06:06:42.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-UB,2018-04-11T06:06:43.036Z,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,
