entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,ExchangeRateLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
28839154,2016-06-01,2017-05-31,c54,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,0.0,Regnskabsklasse B,2018-10-23,2018-10-30,2599.0,-2599.0,Statsaut. revisor,-7796.0,114023.0,-176446.0,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,162793.0,0.0,0.0,KÃ¸benhavn Ã,2016-06-01,2017-05-31,-341838.0,-179045.0,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,0.0,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2016-06-01,2017-05-31,c69,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,-341838.0,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-05-31,2017-05-31,c72,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,1610274.0,1524686.0,500000.0,1607675.0,0.0,1482844.0,2599.0,1610274.0,127430.0,2599.0,80750.0,7051.0,2599.0,982844.0,127430.0,82989.0,46680.0,75938.0,,,
28839154,2017-06-01,2017-06-01,c208,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,-5197.0,7796.0,
28839154,2017-06-01,2018-05-31,c1,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,0.0,Regnskabsklasse B,2018-10-23,2018-10-30,2599.0,-2599.0,Statsaut. revisor,-7796.0,157.0,313987.0,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,19120.0,1617.0,1617.0,KÃ¸benhavn Ã,2016-06-01,2017-05-31,293885.0,311388.0,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,0.0,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c101,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c129,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,293885.0,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c1968,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c209,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c68,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2Y2L2JlLzc4ODMtNDI5OS1hNTk2LTU0NGVlN2VkMTNlZQ.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzBmLzcwLzNhLzcxMzUtNDMyMy1iODYzLTk5YjRlMDQ4ZWVhMA.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) A/S,,Regnskabsklasse B,2018-10-23,2018-10-30,,-2599.0,Statsaut. revisor,-7796.0,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Hans Peter Stenbrink,Beierholm,Resources Global Professionals (Denmark) A/S,Beierholm,,,,KÃ¸benhavn Ã,2016-06-01,2017-05-31,293885.0,,KÃ¸benhavn,2018-05-31,2017-06-01,7796.0,true,2018-10-23,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26249682,indberetninger-20180424,2.5124327999999996,28839154.0,AWbFODkU5OzuYdPkF0KT,2018-10-30T13:45:17.802Z,2018-10-30T13:44:44.189Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-63-CR,2018-10-30T13:44:44.344Z,,,,,,,,,,,,,,,,,,,,,
