entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
32343791,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,0.0,32343791.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,3101.0,0.0,2014-10-01,2015-09-30,-3101.0,-3101.0,0.0,2016-09-30,2015-10-01,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,-3101.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2015-09-30,2015-09-30,c9,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,1450000.0,50000.0,50000.0,46899.0,1450000.0,1403101.0,1400000.0,1400000.0,1400000.0,-3101.0,708934.0,1403101.0,694167.0,0.0,50000.0,50000.0
32343791,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,0.0,32343791.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,103949.0,0.0,2014-10-01,2015-09-30,-103949.0,-103949.0,0.0,2016-09-30,2015-10-01,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,-103949.0,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,,,,,,,,,,,,,,,,
32343791,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzcxL2ZiL2I3L2YzYWQtNDA4My1iOTZjLTc5Mzc2MTQ0YTQ5MQ.xhtml,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzJiL2VmL2NlLzdlYjMtNGJlYy05YjNmLWI2Mjc2NDQ5ZDA1OQ.pdf,http://regnskaber.virk.dk/19734323/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzU4LzVmLzEzL2Y5MzYtNDVlYS05ZTM3LTI0MmY3ZDIxYjIyZg.xml,true,VÃ¦rlÃ¸se,3500.0,29.0,Bymidten,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-02-28,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32343791.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alan Stender,STENDER V ApS,Lokalrevisorerne ApS,,,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:23554369,indberetninger-20180424,2.5955422,32343791,,2018-03-27T20:44:22.019Z,2017-03-04T17:28:42.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-64-BN,2017-03-04T17:28:42.179Z,1400000.0,50000.0,0.0,-57050.0,1400000.0,1457050.0,1400000.0,1400000.0,1400000.0,-107050.0,776255.0,1457050.0,630000.0,50795.0,0.0,0.0
